Pers.No.,Termd,TermType,ReasonForLeaving,Rehire,BusinessUnit,EESubgroup,EEGroup,Commission,RecentRating,Tenure,Paygrade,TimeInPaygrade,PercentOfMarket,FinalPay,BeginPay,ChangeSince2020,PayIncreases,EdAssist,Sex,POC,Age,Promotion,DevRole,AppliedToJobs,HiredInJobs,PercentOfJobHired
183,0,2,,0,IT,0,Full-Time,0,3,2.09,1H,1.22,0.98,46035,31807.8,0.45,4,0,1,2,22.88,0,0,3,2,0.67
184,0,2,,0,IT,1,Full-Time,0,5,2.09,1J,1.22,1.03,62525,33405,0.87,3,0,1,1,25.9,0,0,5,2,0.4
185,0,2,,0,IT,1,Full-Time,0,4,2.09,1J,0.41,1.05,73770,34250,1.15,3,0,1,1,23.54,1,0,3,2,0.67
186,1,1,Dis-Temp Assignment Ended,0,IT,0,Temp,0,0,1.88,ACQ,1.88,1.01,40260,34020,0.18,2,0,1,2,22.29,0,0,1,1,1
187,1,0,Resigned-Returned to School,0,Network Ops,0,Temp,0,0,0.22,ACQ,0.22,1.01,33425,33425,0,0,0,1,1,20.03,0,0,1,1,1
188,1,0,Resigned-Returned to School,0,IT,0,Temp,0,0,0.54,ACQ,0.54,1.01,33750,33750,0,0,0,1,1,22.6,0,0,1,1,1
189,1,0,Res-Another Position,0,HR,0,Temp,0,0,0.7,ACQ,0.7,1.01,32030,32030,0,0,0,0,2,23.08,0,0,1,1,1
190,1,0,Resigned-Returned to School,0,IT,0,Temp,0,0,0.54,ACQ,0.54,1.01,33610,33610,0,0,0,1,0,22.02,0,0,1,1,1
191,1,0,Res-Another Position,0,Field Svcs,0,Full-Time,0,3,0.84,3H,0.84,0.84,50865,50865,0,0,0,1,1,27.06,0,0,1,1,1
192,0,2,,0,Net Svcs,0,Full-Time,0,5,2.09,3H,0.07,0.85,51700,44087.2,0.17,2,0,1,1,35.63,1,0,1,1,1
193,1,0,Res-Another Position,0,IT,0,Temp,0,0,0.99,ACQ,0.99,1.01,39740,33500,0.19,1,0,1,1,23.5,0,0,1,1,1
194,0,2,,0,IT,1,Full-Time,0,3,2.09,1A,0.22,0.81,65150,33830,0.93,3,0,1,1,26.45,1,0,3,3,1
195,1,1,Dis-End of Introductory Period,0,CCO,1,Full-Time,1,0,0.19,1J,0.19,0.28,21315,21315,0,0,0,1,1,33.85,0,0,1,1,1
196,1,0,Res-Another Position,0,IT,0,Temp,0,0,0.41,ACQ,0.41,1.01,34205,34205,0,0,0,1,1,31.02,0,0,4,1,0.25
197,1,0,Retirement,0,HR,1,Part-Time,0,4,28.87,5A,19.41,1,143970,141160,0.02,0,0,1,1,66.68,0,0,1,1,1
198,0,2,,0,CCO,0,Full-Time,0,4,2.09,D4,0.41,0.9,46725,34037,0.37,2,0,1,1,57.89,1,1,3,2,0.67
199,0,2,,1,IT,0,Temp,0,5,0.87,ACQ,0.87,1.01,40195,40195,0,1,0,0,1,23.38,0,0,1,1,1
200,0,2,,0,IT,0,Temp,0,0,2.09,ACQ,2.09,1.01,39960,33720,0.19,1,0,1,1,39.11,0,0,2,1,0.5
201,1,0,Res-Dissat Comp. and Benefits,0,Finance,1,Full-Time,0,3,0.85,3A,0.85,0.9,86905,85155,0.02,1,0,0,1,42.05,0,0,1,1,1
202,1,0,Resigned-Personal Reasons,0,HR,1,Full-Time,0,3,1.14,4A,1.14,1.14,126525,125225,0.01,1,0,0,2,44.79,0,0,1,1,1
203,1,0,Resigned-Returned to School,0,IT,0,Temp,0,0,0.84,ACQ,0.84,1.01,34180,34180,0,0,0,1,1,22.91,0,0,4,1,0.25
204,0,2,,1,IT,0,Temp,0,0,0.87,ACQ,0.87,1.01,40320,40320,0,1,0,1,1,23.1,0,0,1,1,1
205,0,2,,0,IT,1,Full-Time,0,3,2.08,1J,1.1,1.02,61665,33575,0.84,3,0,0,2,38.44,0,0,2,2,1
206,1,0,Res-Another Position,0,HR,0,Temp,0,0,0.68,ACQ,0.68,1.01,33485,33485,0,0,0,1,1,22.54,0,0,1,1,1
207,1,0,Res-Dissat Comp. and Benefits,0,Network Ops,1,Full-Time,0,3,0.87,2A,0.87,0.81,73430,71650,0.02,1,0,1,1,60.15,0,0,1,1,1
208,1,0,Res-Another Position,0,HR,0,Temp,0,0,0.7,ACQ,0.7,1.01,33385,33385,0,0,0,1,0,22.79,0,0,3,1,0.33
209,1,1,Dis-End of Introductory Period,0,CCO,0,Full-Time,0,0,0.04,D2,0.04,0.81,34435,34435,0,0,0,0,2,41.94,0,0,1,1,1
210,0,2,,0,Marketing,1,Full-Time,0,3,30.29,5A,3.06,0.95,123305,114345,0.08,2,1,0,1,56.34,0,0,3,2,0.67
211,1,0,Res-Dissat w/ Career Opportun,0,HR,1,Full-Time,0,0,0.43,3A,0.43,1.03,97930,97930,0,0,0,0,1,30.18,0,0,1,1,1
212,1,0,Res-Another Position,0,IT,0,Temp,0,0,0.74,ACQ,0.74,1.01,34005,34005,0,0,0,0,1,24.48,0,0,2,1,0.5
213,0,2,,0,CCO,0,Full-Time,0,3,2.08,D3,1.68,0.83,39455,34525.4,0.14,2,0,0,1,31.04,1,0,2,2,1
214,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,0,3,0.87,D3,0.47,0.83,38710,34446,0.12,2,0,0,1,35.39,1,0,1,1,1
215,1,0,Res-Dissat w/Job Content,0,CCO,0,Full-Time,0,3,1.01,D3,0.61,0.83,38520,34256,0.12,2,0,0,2,29.74,1,0,1,1,1
216,0,2,,0,CCO,0,Full-Time,0,3,2.08,D3,0.15,0.83,46750,33937.2,0.38,5,0,1,1,56.34,3,0,3,3,1
217,0,2,,0,CCO,0,Full-Time,0,3,2.08,D4,0.95,0.83,43375,34597.4,0.25,4,0,1,1,56.03,2,0,3,2,0.67
218,1,0,Res-Dissat w/Work Schedule,0,CCO,0,Full-Time,0,0,0.16,D2,0.16,0.81,34500,34500,0,0,0,1,1,23.36,0,0,1,1,1
219,1,0,Res-Another Position,0,IT,0,Temp,0,0,1.58,ACQ,1.58,1.01,39795,33555,0.19,1,0,1,2,22.28,0,0,3,1,0.33
220,1,0,Res-Another Position,0,Finance,0,Temp,0,0,0.42,ACQ,0.42,1.01,31800,31800,0,0,0,0,1,22.85,0,0,1,1,1
221,1,0,Resigned-Relocation,0,CCO,0,Full-Time,1,3,1.66,D2,1.66,0.85,35635,29811,0.2,3,0,1,1,30.67,0,0,1,1,1
222,1,1,Dis-End of Introductory Period,0,CCO,1,Full-Time,1,0,0.33,1J,0.33,0.28,21185,21185,0,0,0,0,2,21.85,0,0,1,1,1
223,1,0,Res-Another Position,0,IT,0,Temp,0,0,0.83,ACQ,0.83,1.01,33995,33995,0,0,0,0,1,33.91,0,0,4,1,0.25
224,0,2,,0,IT,1,Full-Time,0,3,2.06,1J,0.97,0.88,61715,33645,0.83,3,0,1,1,23.61,0,0,35,2,0.06
225,1,0,Res-Another Position,0,Field Svcs,0,Full-Time,0,0,0.39,1H,0.39,0.91,34470,33430,0.03,1,0,1,2,24.84,0,0,1,1,1
226,1,0,Res-Another Position,0,Field Svcs,0,Full-Time,0,0,0.71,1H,0.71,0.95,36480,33900.8,0.08,2,0,1,2,29.8,0,0,1,1,1
227,1,0,Res-Dissat Comp. and Benefits,0,Net Svcs,0,Full-Time,0,3,0.99,1H,0.99,0.93,37385,34140.2,0.1,3,0,1,2,30.5,0,0,1,1,1
228,1,0,Res-Dissat Comp. and Benefits,0,Field Svcs,0,Full-Time,0,0,0.26,1H,0.26,0.91,35135,34095,0.03,1,0,1,2,23.09,0,0,1,1,1
229,0,2,,0,IT,1,Full-Time,0,3,2.05,1J,0.91,0.87,56815,34651,0.64,5,0,1,1,57.05,1,0,2,2,1
230,1,0,Resigned-Job Abandonment,0,CCO,0,Full-Time,0,3,0.5,D2,0.5,0.87,37160,36868.8,0.01,1,0,0,1,41.14,0,0,1,1,1
231,1,0,Res-Another Position,0,IT,0,Temp,0,0,0.53,ACQ,0.53,1.01,33705,33705,0,0,0,0,2,25.56,0,0,1,1,1
232,1,0,Res-Dissat w/ Career Opportun,0,Network Ops,0,Temp,0,0,1.54,ACQ,1.54,1.01,40010,33770,0.18,1,0,1,1,21.6,0,0,1,1,1
233,0,2,,0,IT,1,Full-Time,0,3,2.05,1J,0.87,0.82,53745,38275,0.4,4,0,1,1,35.9,1,0,6,2,0.33
234,1,0,Resigned-Returned to School,0,HR,0,Temp,0,0,0.68,ACQ,0.68,1.01,31830,31830,0,0,0,1,1,20.6,0,0,1,1,1
235,1,1,Dismissed-Policy Violation,0,Field Svcs,0,Full-Time,0,0,0.64,1H,0.64,1.01,46690,46690,0,0,0,1,2,45.77,0,0,1,1,1
236,1,0,Res-Another Position,0,HR,0,Temp,0,0,0.93,ACQ,0.93,1.01,35470,31310,0.13,1,0,1,1,22.76,0,0,3,1,0.33
237,1,0,Res-Another Position,0,Net Svcs,0,Full-Time,0,3,1.54,3H,0.64,0.9,54305,49749.8,0.09,2,0,1,1,34.81,1,0,1,1,1
238,0,2,,0,IT,1,Full-Time,0,3,2.04,1J,0.45,0.9,62715,50135,0.25,3,0,1,1,37.95,2,0,5,2,0.4
239,0,2,,0,IT,1,Full-Time,0,5,2.04,1J,0.22,0.86,60795,48635,0.25,4,0,1,1,29,2,0,9,2,0.22
240,1,0,Res-Dissat w/Job Content,0,HR,1,Full-Time,0,0,0.11,2A,0.11,0.98,80650,80650,0,0,0,1,1,30.02,0,0,1,1,1
241,1,1,Dis-End of Introductory Period,0,CCO,1,Full-Time,0,0,0.39,1A,0.39,0.52,45455,45455,0,0,0,1,1,29.71,0,0,1,1,1
242,1,0,Res-Another Position,0,IT,0,Temp,0,0,1.03,ACQ,1.03,1.01,40235,33995,0.18,1,0,1,2,22.26,0,0,2,1,0.5
243,1,0,Res-Another Position,0,CCO,1,Full-Time,1,0,0.14,1J,0.14,0.28,21900,21900,0,0,0,1,1,48.35,0,0,1,1,1
244,0,2,,0,Net Svcs,0,Full-Time,0,3,2.04,3H,2.04,0.84,51455,48522.2,0.06,2,0,1,1,39.03,0,0,1,1,1
245,0,2,,0,Net Svcs,0,Full-Time,0,3,2.04,3H,2.04,0.84,51445,48512.2,0.06,2,0,1,1,30.9,0,0,1,1,1
246,1,0,Resigned-Returned to School,0,IT,0,Temp,0,0,0.24,ACQ,0.24,1.01,33570,33570,0,0,0,1,0,20.66,0,0,1,1,1
247,0,2,,0,Field Svcs,0,Full-Time,0,3,2.03,1H,2.03,0.84,36160,34100.8,0.06,2,0,0,1,35.34,0,0,1,1,1
248,0,2,,1,Net Svcs,0,Full-Time,0,3,1.6,3H,0.87,0.81,49095,49095,0,5,0,1,1,24.6,1,0,2,1,0.5
249,1,0,Retirement,0,IT,1,Full-Time,0,3,30.08,1A,13.83,1.04,75915,67965,0.12,3,0,0,1,64,0,0,1,1,1
250,1,0,Retirement,0,IT,1,Part-Time,0,3,29.31,3A,20.04,0.8,83315,106905,-0.22,1,0,1,1,60.79,0,0,1,1,1
251,1,0,Res-Another Position,0,HR,0,Temp,0,0,1.12,ACQ,1.12,1.01,36125,31965,0.13,1,0,1,1,22.08,0,0,1,1,1
252,0,2,,0,Net Svcs,0,Full-Time,0,3,30.17,ACQ,20.86,1.17,63110,59074.8,0.07,2,0,1,1,54.1,0,0,1,1,1
253,1,0,Res-Another Position,0,HR,0,Temp,0,0,0.64,ACQ,0.64,1.01,31385,31385,0,0,0,1,1,20.81,0,0,1,1,1
254,1,1,Dismissed-Policy Violation,0,Network Ops,0,Full-Time,0,0,0.5,1H,0.5,0.81,34040,34040,0,0,0,1,0,35.5,0,0,1,1,1
255,0,2,,0,Network Ops,0,Full-Time,0,4,2.02,D1,2.02,0.95,36775,34445.4,0.07,2,0,1,1,47.14,0,0,2,1,0.5
256,0,2,,0,IT,1,Full-Time,0,3,2.02,1J,0.68,0.81,52450,33920,0.55,3,0,1,1,23.18,0,0,3,2,0.67
257,0,2,,0,Net Svcs,0,Full-Time,0,3,2.02,3H,0.84,0.83,50460,36461.6,0.38,5,0,1,1,39.79,1,0,1,1,1
258,1,0,Res-Another Position,0,Net Svcs,0,Full-Time,0,0,0.23,2H,0.23,0.81,43830,43830,0,0,0,1,0,32.83,0,0,1,1,1
259,0,2,,0,Net Svcs,1,Full-Time,0,3,2.02,2A,1.22,0.82,70475,49115,0.43,3,0,1,2,30.4,1,0,3,2,0.67
260,0,2,,0,Field Svcs,0,Full-Time,0,3,2.02,3H,0.87,0.83,50465,39108.2,0.29,4,0,1,1,60.24,0,0,1,1,1
261,1,0,Res-Another Position,0,Field Svcs,0,Full-Time,0,0,0.42,3H,0.42,0.84,50370,50370,0,0,0,1,0,40.28,0,0,1,1,1
262,0,2,,0,Network Ops,0,Full-Time,0,3,2,2H,2,0.93,50710,46799.6,0.08,3,0,1,2,58.27,0,0,1,1,1
263,0,2,,0,Finance,1,Full-Time,0,3,2,1A,2,0.98,74830,71640,0.04,2,0,0,1,42.87,0,0,1,1,1
264,1,0,Res-Another Position,0,IT,1,Full-Time,0,3,0.95,1A,0.95,0.85,66870,65530,0.02,1,0,1,1,62.2,0,0,1,1,1
265,0,2,,0,Field Svcs,0,Full-Time,0,3,2,3H,2,0.91,55915,52857.4,0.06,2,0,1,1,50.91,0,0,14,2,0.14
266,0,2,,0,Net Svcs,0,Full-Time,0,4,2,3H,2,0.94,57475,52899,0.09,2,0,1,2,30.69,0,0,2,1,0.5
267,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,0,0.27,1J,0.27,0.28,21815,21815,0,0,0,1,1,40.96,0,0,1,1,1
268,0,2,,0,IT,1,Full-Time,0,3,30.09,3A,17.39,1.09,107840,102900,0.05,2,0,1,1,55.02,0,0,2,1,0.5
269,0,2,,0,Field Svcs,0,Full-Time,0,3,2,3H,0.87,0.83,50765,40302.6,0.26,4,0,1,1,47.28,0,0,1,1,1
270,1,0,Res-Dissat Comp. and Benefits,0,Finance,1,Full-Time,0,3,0.81,1J,0.53,0.81,51860,31810,0.63,2,0,1,2,27,0,0,2,2,1
271,1,1,Dis-End of Introductory Period,0,Net Svcs,0,Full-Time,0,0,0.33,1H,0.33,0.91,38280,36532.8,0.05,1,0,1,1,26.46,0,0,1,1,1
272,0,2,,0,Field Svcs,0,Full-Time,0,3,1.98,3H,1.98,0.93,56720,52580.8,0.08,2,0,1,1,43.84,0,0,1,1,1
273,1,1,Dis-Temp Assignment Ended,0,IT,0,Temp,0,0,0.13,ACQ,0.13,1.01,34120,34120,0,0,0,0,0,26.9,0,0,1,1,1
274,1,0,Res-Another Position,0,IT,0,Temp,0,3,1.48,ACQ,1.48,1.01,39675,33435,0.19,2,0,1,1,23.79,0,0,4,1,0.25
275,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,1,0,0.32,D2,0.32,0.76,32220,30036,0.07,1,0,0,2,42.93,0,0,1,1,1
276,0,2,,0,CCO,0,Full-Time,1,4,1.98,D2,1.98,0.87,37305,29796.2,0.25,4,0,0,2,29.96,0,0,1,1,1
277,1,1,Dis - Failed to Return LOA,0,CCO,0,Full-Time,1,0,0.26,D2,0.26,0.76,32470,30286,0.07,1,0,1,1,36.31,0,0,1,1,1
278,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,1,0,0.06,D2,0.06,0.71,30220,30220,0,0,0,0,2,42.34,0,0,1,1,1
279,0,2,,0,Marketing,1,Full-Time,0,4,1.96,3A,0.57,0.87,85370,70270,0.21,3,0,1,1,42.17,1,0,4,3,0.75
280,1,0,Resigned-Personal Reasons,0,Field Svcs,0,Full-Time,0,0,0.14,1H,0.14,0.88,33645,33645,0,0,0,1,2,27.46,0,0,1,1,1
281,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,0,0,0.39,D2,0.39,0.81,34150,34150,0,0,0,1,1,28.52,0,0,1,1,1
282,0,2,,0,CCO,0,Full-Time,0,3,1.96,D4,1.14,0.83,42795,34017.4,0.26,4,0,1,1,29.26,2,1,6,3,0.5
283,1,0,Res-Dissat w/Job Content,0,CCO,0,Full-Time,0,0,0.14,D2,0.14,0.81,34595,34595,0,0,0,1,2,28.67,0,0,1,1,1
284,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,0,3,0.81,D3,0.41,0.83,38440,34259.2,0.12,2,0,1,1,55.69,1,0,2,2,1
285,0,2,,0,CCO,0,Full-Time,0,3,1.96,D4,0.95,0.83,42605,33827.4,0.26,4,0,1,1,32.42,2,0,3,3,1
286,0,2,,0,CCO,0,Full-Time,0,3,1.96,D3,1.56,0.84,39780,34080.8,0.17,3,0,1,1,32.8,1,0,3,3,1
287,1,1,Dis-End of Introductory Period,0,CCO,0,Full-Time,0,0,0.04,D2,0.04,0.81,33855,33855,0,0,0,1,1,27.71,0,0,1,1,1
288,1,1,Dis-End of Introductory Period,0,CCO,0,Full-Time,0,0,0.2,D2,0.2,0.81,34455,34455,0,0,0,1,1,39.46,0,0,1,1,1
289,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,0,0,0.62,D2,0.62,0.81,34400,34400,0,0,0,0,1,58.25,0,0,1,1,1
290,1,0,Res-Another Position,0,IT,0,Temp,0,0,0.61,ACQ,0.61,1.01,34025,34025,0,0,0,1,1,28.8,0,0,1,1,1
291,1,0,Res-Another Position,0,Field Svcs,0,Full-Time,0,2,1.41,2H,1.41,0.81,44025,44025,0,0,0,1,1,26.84,0,0,3,1,0.33
292,1,0,Res-Dissat w/ Career Opportun,0,Field Svcs,0,Full-Time,0,4,1.87,3H,0.44,0.87,52930,43611.6,0.21,3,0,1,1,24.15,1,0,4,1,0.25
293,0,2,,0,CCO,0,Full-Time,0,4,1.96,D2,0.41,0.86,37055,30960.6,0.2,2,0,1,2,33.41,0,0,3,2,0.67
294,1,0,Resigned-Returned to School,0,Giro,0,Temp,0,0,0.14,ACQ,0.14,1.01,32125,32125,0,0,0,1,0,17.95,0,0,1,1,1
295,0,2,,0,Giro,0,Full-Time,0,3,1.94,1H,0.07,0.98,46460,31900,0.46,4,0,1,1,27.84,0,0,3,2,0.67
296,1,0,Res-Another Position,0,IT,1,Full-Time,0,3,1.1,1A,1.1,0.91,71935,70735,0.02,1,0,1,1,27.52,0,0,1,1,1
297,1,1,Dismissed-Policy Violation,0,CCO,1,Full-Time,1,3,1.13,1J,1.13,0.38,30510,27510,0.11,2,0,1,1,42.59,0,0,2,2,1
298,1,0,Res-Dissat w/ Career Opportun,0,Finance,0,Temp,0,3,1.5,ACQ,1.5,1.01,36315,32155,0.13,1,0,0,1,22.68,0,0,1,1,1
299,0,2,,0,IT,1,Full-Time,0,4,1.94,1A,0.24,0.88,70950,48790,0.45,4,1,1,1,37.5,2,0,4,2,0.5
300,0,2,,0,Net Svcs,1,Full-Time,0,3,1.94,2A,0.76,0.82,70770,48370,0.46,4,0,1,2,26.16,2,0,6,3,0.5
301,0,2,,0,Field Svcs,0,Full-Time,0,4,1.94,3H,1.49,0.93,56740,48565.6,0.17,3,0,1,1,48.34,1,0,1,1,1
302,0,2,,0,HR,1,Full-Time,0,3,1.92,3A,1.92,1.06,104455,100505,0.04,2,0,1,1,56.88,0,0,1,1,1
303,1,1,Dismissed-Policy Violation,0,Finance,1,Full-Time,0,3,0.61,2A,0.25,0.96,79465,75465,0.05,1,0,1,2,30.26,0,0,1,1,1
304,0,2,,0,IT,1,Full-Time,0,3,29.96,4A,20.86,0.98,122900,113900,0.08,2,0,1,1,60.27,0,0,1,1,1
305,1,0,Res-Another Position,0,Marketing,1,Full-Time,0,4,1.67,2A,1.67,0.85,71860,70570,0.02,1,0,0,2,50.43,0,0,2,1,0.5
306,1,1,Dis-End of Introductory Period,0,CCO,1,Full-Time,1,0,0.16,1J,0.16,0.28,21200,21200,0,0,0,0,1,45.1,0,0,1,1,1
307,1,1,Dismissed-Other,0,IT,0,Temp,0,0,0.59,ACQ,0.59,1.01,36095,36095,0,0,0,1,2,26.49,0,0,5,1,0.2
308,1,0,Resigned-Returned to School,0,IT,0,Temp,0,0,0.93,ACQ,0.93,1.01,36285,34205,0.06,1,0,1,2,22.72,0,0,1,1,1
309,0,2,,0,IT,1,Full-Time,0,3,1.92,1A,1.92,0.84,67380,63700,0.06,2,0,1,1,26.15,0,0,1,1,1
310,0,2,,0,Field Svcs,0,Full-Time,0,4,1.92,3H,1.92,0.98,56850,53605.2,0.06,2,0,1,1,39.52,0,0,1,1,1
311,1,0,Res-Another Position,0,CCO,1,Full-Time,1,3,1.15,1J,1.15,0.38,30235,27235,0.11,2,0,1,1,25.43,0,0,1,1,1
312,1,0,Res-Another Position,0,Net Svcs,0,Full-Time,0,0,0.39,3H,0.39,0.81,48885,48885,0,0,0,1,1,41.31,0,0,1,1,1
313,0,2,,0,Net Svcs,0,Full-Time,0,3,1.92,3H,1.92,0.84,51070,48116.4,0.06,2,0,1,1,26.8,0,0,2,1,0.5
314,0,2,,0,Net Svcs,0,Full-Time,0,3,1.92,3H,1.14,0.86,52740,45543.2,0.16,3,0,1,1,19.98,1,0,1,1,1
315,0,2,,0,CCO,1,Full-Time,1,3,1.91,1J,1.91,0.53,33640,27760,0.21,3,0,1,1,49.33,0,0,1,1,1
316,1,0,Res-Another Position,0,CCO,1,Full-Time,1,0,0.02,1J,0.02,0.35,27135,27135,0,0,0,1,1,32.49,0,0,1,1,1
317,1,0,Res-Dissat Comp. and Benefits,0,Giro,0,Full-Time,0,3,1.7,D1,1.7,0.99,38970,37222.8,0.05,2,0,1,1,24.17,0,0,1,1,1
318,0,2,,0,IT,1,Full-Time,0,4,1.91,2A,1.91,1.02,94365,90415,0.04,2,0,1,1,59.28,0,0,1,1,1
319,1,1,Dismissed-Attendance,0,CCO,0,Full-Time,0,0,0.19,D2,0.19,0.86,36105,33921,0.06,1,0,0,1,26.63,0,0,1,1,1
320,1,1,Dis-End of Introductory Period,0,CCO,0,Full-Time,0,0,0.44,D2,0.44,0.86,36345,34161,0.06,1,0,1,1,37.67,0,0,1,1,1
321,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,1,0,0.14,D2,0.14,0.71,28305,28305,0,0,0,1,2,22.01,0,0,1,1,1
322,1,0,Resigned-Relocation,0,CCO,0,Full-Time,1,3,0.58,D2,0.58,0.76,32050,29866,0.07,1,0,0,2,41.08,0,0,2,1,0.5
323,0,2,,0,Network Ops,0,Full-Time,0,3,1.8,1H,0.87,0.87,41215,30336.6,0.36,5,0,1,1,30.17,1,0,12,4,0.33
324,0,2,,0,CCO,0,Full-Time,1,5,1.9,D2,1.9,0.88,36240,28752,0.26,4,0,0,2,28.32,0,0,1,1,1
325,0,2,,0,IT,1,Full-Time,0,3,1.89,1J,1.89,1.02,71135,68325,0.04,2,0,1,1,33.65,0,0,1,1,1
326,1,0,Res-Another Position,0,CCO,1,Full-Time,1,0,0.34,1J,0.34,0.35,27365,27365,0,0,0,1,1,35.43,0,0,1,1,1
327,1,0,Res-Dissat w/Work Conditions,0,Net Svcs,0,Full-Time,0,0,0.46,1H,0.46,0.91,38535,36163.8,0.07,1,0,1,0,30.07,0,0,1,1,1
328,0,2,,0,Network Ops,0,Full-Time,0,3,1.88,D3,1.45,0.84,47855,44547.8,0.07,3,0,1,1,54.37,0,0,1,1,1
329,1,0,Res-Dissat Comp. and Benefits,0,Network Ops,0,Full-Time,0,3,1.44,D3,1.01,0.83,46145,44647.4,0.03,2,0,1,1,29.04,0,0,1,1,1
330,1,0,Res-Another Position,0,Network Ops,0,Full-Time,0,0,0.04,D4,0.04,0.84,46400,46400,0,0,0,1,0,58.82,0,0,1,1,1
331,1,1,Dismissed-Other,0,CCO,1,Full-Time,1,3,0.75,1A,0.75,0.39,37760,37220,0.01,1,0,1,1,63.04,0,0,1,1,1
332,1,1,Dis-End of Introductory Period,0,CCO,1,Full-Time,1,0,0.39,1J,0.39,0.28,21315,21315,0,0,0,0,1,20.33,0,0,1,1,1
333,0,2,,0,IT,1,Full-Time,0,5,1.85,1J,0.57,0.87,61265,45705,0.34,4,0,1,1,28.69,2,0,4,2,0.5
334,1,0,Res-Another Position,0,CCO,0,Full-Time,0,0,0.13,ACQ,0.13,0.91,30970,30970,0,0,0,1,1,59.44,0,0,1,1,1
335,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,3,1.2,1J,1.2,0.41,36210,32850,0.1,2,0,1,2,53.75,0,0,1,1,1
336,0,2,,0,Field Svcs,0,Full-Time,0,4,1.87,3H,1.87,0.88,53920,52880,0.02,1,0,1,1,49.52,0,0,9,2,0.22
337,0,2,,0,Field Svcs,0,Full-Time,0,4,1.87,3H,0.07,0.85,52150,44038,0.18,3,0,1,1,26.46,1,0,1,1,1
338,0,2,,0,Field Svcs,0,Full-Time,0,4,1.87,4H,0.87,1,67460,60887.2,0.11,3,0,1,1,49.72,0,0,2,1,0.5
339,0,2,,0,Field Svcs,0,Full-Time,0,3,1.86,2H,0.87,0.84,43490,33402,0.3,5,0,1,2,33.25,0,0,1,1,1
340,1,0,Res-Another Position,0,Net Svcs,0,Full-Time,0,3,0.99,1H,0.99,0.92,36470,33412.4,0.09,3,0,1,2,23.65,0,0,1,1,1
341,0,2,,0,Net Svcs,0,Full-Time,0,3,1.87,2H,0.87,0.84,43755,33667,0.3,5,0,1,2,26.05,0,0,2,1,0.5
342,0,2,,0,Marketing,1,Full-Time,0,4,1.85,1A,0.18,0.92,70075,59515,0.18,3,0,0,1,28.54,0,0,4,1,0.25
343,0,2,,0,IT,1,Full-Time,0,4,1.85,1A,0.01,1,80910,62910,0.29,3,0,1,1,34.61,2,0,2,2,1
344,1,0,Res-Another Position,0,CCO,1,Full-Time,1,0,0.2,1J,0.2,0.35,27795,27795,0,0,0,1,1,29.53,0,0,1,1,1
345,1,0,Res-Dissat Comp. and Benefits,0,Field Svcs,0,Full-Time,0,3,0.82,3H,0.82,0.89,53105,51357.8,0.03,1,0,1,1,33.73,0,0,1,1,1
346,1,0,Res-Dissat Comp. and Benefits,0,CCO,1,Full-Time,1,3,1.08,1J,1.08,0.38,30910,27910,0.11,2,0,1,1,54.4,0,0,3,1,0.33
347,0,2,,1,CCO,1,Full-Time,1,4,1.16,1J,1.16,0.53,33105,28725,0.15,3,0,1,1,61.47,0,0,1,1,1
348,0,2,,0,IT,1,Full-Time,0,4,1.83,1J,0.41,0.94,66650,58940,0.13,2,0,1,1,24.96,1,0,1,1,1
349,1,1,Dis-End of Introductory Period,0,CCO,1,Full-Time,1,0,0.48,1J,0.48,0.42,36925,33925,0.09,1,0,1,1,61.05,0,0,1,1,1
350,0,2,,0,IT,1,Full-Time,0,3,1.83,1J,1.83,1.02,71510,68830,0.04,2,0,1,1,25.76,0,0,1,1,1
351,0,2,,0,Field Svcs,0,Full-Time,0,3,1.83,2H,0.87,0.83,45330,36739.6,0.23,4,0,1,2,59.07,0,0,1,1,1
352,1,1,Dis-Temp Assignment Ended,0,HR,0,Temp,0,0,0.38,ACQ,0.38,1.01,35865,35865,0,0,0,0,0,22.52,0,0,1,1,1
353,0,2,,0,IT,1,Full-Time,0,4,1.79,1J,0.72,0.9,63180,52380,0.21,3,0,1,1,33.14,1,0,5,2,0.4
354,0,2,,0,CCO,0,Full-Time,0,3,1.8,D4,0.38,0.83,43305,30201,0.43,4,0,0,1,57.45,1,1,4,2,0.5
355,1,1,Dismissed-Policy Violation,0,Net Svcs,0,Full-Time,0,0,0.48,1H,0.48,0.98,45370,42250,0.07,1,0,1,1,39.41,0,0,1,1,1
356,1,0,Res-Long Term Disability,0,Net Svcs,0,Full-Time,0,3,1.05,2H,0.73,0.81,41230,34553.2,0.19,1,0,1,1,51.43,1,0,4,2,0.5
357,0,2,,0,Field Svcs,0,Full-Time,0,3,1.81,3H,0.07,0.86,52730,36090,0.46,4,0,1,1,36.64,2,0,4,3,0.75
